trace_index,strength_rank,delta_j,branch_label,delta_j_strength_rank,lower_j,upper_j,jpair_label,selected_source,available_sources,fallback_used,render_mode,line_count,grid_point_count,peak_absorbance,integrated_absorbance,color_hex,source_file_count,plotted_in_figure,labeled_on_figure
16,19,1,dJ_+1,7,7,8,J 7->8,hitran,"hitran, exomol",no,hitran,18,401,3.050766259143e-06,1.477333875412e-06,#1bd0d5,1,yes,yes
17,4,0,dJ_+0,2,8,8,J 8->8,hitran,"hitran, exomol",no,hitran,36,401,1.982411125076e-01,5.171413451156e-02,#18d9c8,1,yes,yes
18,5,0,dJ_+0,3,9,9,J 9->9,hitran,"hitran, exomol",no,hitran,45,401,1.703624102038e-01,4.259283377154e-02,#19e2bb,1,yes,yes
19,24,0,dJ_+0,15,10,10,J 10->10,hitran,"hitran, exomol",no,hitran,55,401,4.568826921335e-07,4.963631402118e-07,#1fe9af,1,yes,no
20,21,0,dJ_+0,12,11,11,J 11->11,hitran,"hitran, exomol",no,hitran,66,401,9.146099448144e-07,5.709301409600e-07,#2aefa1,1,yes,no
21,14,0,dJ_+0,9,12,12,J 12->12,hitran,"hitran, exomol",no,hitran,78,401,9.592436517582e-04,2.401468638030e-04,#38f491,1,yes,no
22,8,0,dJ_+0,5,13,13,J 13->13,hitran,"hitran, exomol",no,hitran,91,401,2.541179704427e-02,6.353365328196e-03,#4af880,1,yes,yes
23,10,0,dJ_+0,6,14,14,J 14->14,hitran,"hitran, exomol",no,hitran,105,401,1.850687620198e-02,4.925123609920e-03,#5dfc6f,1,yes,yes
24,15,0,dJ_+0,10,15,15,J 15->15,hitran,"hitran, exomol",no,hitran,120,401,2.771401449259e-05,7.489522544064e-06,#71fe5f,1,yes,no
25,46,0,dJ_+0,37,16,16,J 16->16,hitran,"hitran, exomol",no,hitran,123,401,-0.000000000000e+00,0.000000000000e+00,#84ff51,1,yes,no
26,47,0,dJ_+0,38,17,17,J 17->17,hitran,"hitran, exomol",no,hitran,108,401,-0.000000000000e+00,0.000000000000e+00,#96fe44,1,yes,no
27,48,0,dJ_+0,39,18,18,J 18->18,hitran,"hitran, exomol",no,hitran,111,401,-0.000000000000e+00,0.000000000000e+00,#a4fc3c,1,yes,no
28,49,0,dJ_+0,40,19,19,J 19->19,hitran,"hitran, exomol",no,hitran,119,401,-0.000000000000e+00,0.000000000000e+00,#affa37,1,yes,no
29,50,0,dJ_+0,41,20,20,J 20->20,hitran,"hitran, exomol",no,hitran,124,401,-0.000000000000e+00,0.000000000000e+00,#bcf534,1,yes,no
30,51,0,dJ_+0,42,21,21,J 21->21,hitran,"hitran, exomol",no,hitran,123,401,-0.000000000000e+00,0.000000000000e+00,#c8ef34,1,yes,no
31,52,0,dJ_+0,43,22,22,J 22->22,hitran,"hitran, exomol",no,hitran,124,401,-0.000000000000e+00,0.000000000000e+00,#d4e735,1,yes,no
32,53,0,dJ_+0,44,23,23,J 23->23,hitran,"hitran, exomol",no,hitran,119,401,-0.000000000000e+00,0.000000000000e+00,#dfdf37,1,yes,no
33,26,0,dJ_+0,17,24,24,J 24->24,exomol,exomol,yes,exomol,151,401,6.279793635654e-09,4.410296260582e-09,#e9d539,5,yes,no
34,27,0,dJ_+0,18,25,25,J 25->25,exomol,exomol,yes,exomol,175,401,1.776617165118e-09,2.145167118773e-09,#f1cb3a,5,yes,no
35,25,0,dJ_+0,16,26,26,J 26->26,exomol,exomol,yes,exomol,175,401,1.286048276018e-08,3.622850507893e-09,#f7c13a,5,yes,no
36,29,0,dJ_+0,20,27,27,J 27->27,exomol,exomol,yes,exomol,187,401,1.008491075352e-10,1.015243067237e-10,#fbb637,5,yes,no
37,28,0,dJ_+0,19,28,28,J 28->28,exomol,exomol,yes,exomol,192,401,1.250582662065e-09,3.469111562113e-10,#fea933,5,yes,no
38,30,0,dJ_+0,21,29,29,J 29->29,exomol,exomol,yes,exomol,185,401,2.451870911289e-11,1.424832205949e-11,#fe9b2d,5,yes,no
39,31,0,dJ_+0,22,30,30,J 30->30,exomol,exomol,yes,exomol,194,401,9.294336966724e-12,5.082583923464e-12,#fd8d27,5,yes,no
40,32,0,dJ_+0,23,31,31,J 31->31,exomol,exomol,yes,exomol,191,401,3.663748922148e-12,1.369415936357e-12,#fb7e21,5,yes,no
41,33,0,dJ_+0,24,32,32,J 32->32,exomol,exomol,yes,exomol,205,401,3.310875608531e-12,1.642273073500e-12,#f8721c,5,yes,no
42,34,0,dJ_+0,25,33,33,J 33->33,exomol,exomol,yes,exomol,183,401,3.654120492879e-13,1.487901629253e-13,#f36315,5,yes,no
43,36,0,dJ_+0,27,34,34,J 34->34,exomol,exomol,yes,exomol,201,401,4.400026135791e-15,1.823490828125e-15,#ed5510,5,yes,no
44,37,0,dJ_+0,28,35,35,J 35->35,exomol,exomol,yes,exomol,177,401,1.675821932938e-15,7.463152315766e-16,#e7490c,5,yes,no
45,35,0,dJ_+0,26,36,36,J 36->36,exomol,exomol,yes,exomol,167,401,4.668678703456e-15,1.211247615691e-15,#df3f08,5,yes,no
46,38,0,dJ_+0,29,37,37,J 37->37,exomol,exomol,yes,exomol,170,401,2.247655087049e-17,1.499545093960e-17,#d63506,5,yes,no
47,39,0,dJ_+0,30,38,38,J 38->38,exomol,exomol,yes,exomol,138,401,8.197908359888e-18,2.500627840970e-18,#cc2b04,5,yes,no
48,41,0,dJ_+0,32,39,39,J 39->39,exomol,exomol,yes,exomol,126,401,1.271842644522e-19,4.547634118875e-20,#c12302,5,yes,no
49,40,0,dJ_+0,31,40,40,J 40->40,exomol,exomol,yes,exomol,131,401,4.703557723051e-19,2.241187962143e-19,#b41b01,5,yes,no
50,42,0,dJ_+0,33,41,41,J 41->41,exomol,exomol,yes,exomol,142,401,7.612316057317e-20,2.334540088171e-20,#a71401,5,yes,no
51,44,0,dJ_+0,35,42,42,J 42->42,exomol,exomol,yes,exomol,141,401,2.010766052025e-22,1.503843903387e-22,#980e01,5,yes,no
52,43,0,dJ_+0,34,43,43,J 43->43,exomol,exomol,yes,exomol,159,401,4.276181911534e-22,1.118073350166e-22,#880802,5,yes,no
53,45,0,dJ_+0,36,44,44,J 44->44,exomol,exomol,yes,exomol,171,401,6.425060773728e-24,4.547037475853e-24,#7a0403,5,yes,no
