trace_index,strength_rank,delta_j,branch_label,delta_j_strength_rank,lower_j,upper_j,jpair_label,line_count,grid_point_count,peak_absorbance,integrated_absorbance,color_hex,source_file_count,plotted_in_figure,labeled_on_figure
21,7,0,dJ_+0,1,7,7,J 7->7,80,100001,3.697273448546e-03,5.312144405426e-05,#55fa76,2,yes,yes
22,1,1,dJ_+1,1,7,8,J 7->8,61,100001,7.253062454340e-03,1.276164394175e-04,#6dfe62,2,yes,yes
23,27,-1,dJ_-1,8,8,7,J 8->7,58,100001,-0.000000000000e+00,0.000000000000e+00,#80ff53,2,yes,yes
24,8,0,dJ_+0,2,8,8,J 8->8,84,100001,3.633605906453e-03,5.401749876601e-05,#92ff47,2,yes,yes
25,4,1,dJ_+1,4,8,9,J 8->9,71,100001,4.621066881025e-03,1.297060128222e-04,#a4fc3c,2,yes,yes
26,28,-1,dJ_-1,9,9,8,J 9->8,65,100001,-0.000000000000e+00,0.000000000000e+00,#b1f936,2,yes,no
27,29,0,dJ_+0,9,9,9,J 9->9,80,100001,-0.000000000000e+00,0.000000000000e+00,#bef434,2,yes,no
28,6,1,dJ_+1,6,9,10,J 9->10,72,100001,4.045024694602e-03,5.872563190892e-05,#cdec34,2,yes,yes
29,30,-1,dJ_-1,10,10,9,J 10->9,76,100001,-0.000000000000e+00,0.000000000000e+00,#d9e436,2,yes,no
30,31,0,dJ_+0,10,10,10,J 10->10,82,100001,-0.000000000000e+00,0.000000000000e+00,#e3db38,2,yes,no
31,10,1,dJ_+1,7,10,11,J 10->11,61,100001,3.392596236456e-03,1.015231126336e-04,#eecf3a,2,yes,yes
32,32,-1,dJ_-1,11,11,10,J 11->10,68,100001,-0.000000000000e+00,0.000000000000e+00,#f5c53a,2,yes,no
33,33,0,dJ_+0,11,11,11,J 11->11,67,100001,-0.000000000000e+00,0.000000000000e+00,#faba39,2,yes,no
34,34,1,dJ_+1,12,11,12,J 11->12,56,100001,-0.000000000000e+00,0.000000000000e+00,#fdac34,2,yes,no
35,35,-1,dJ_-1,12,12,11,J 12->11,58,100001,-0.000000000000e+00,0.000000000000e+00,#fe9e2f,2,yes,no
36,36,0,dJ_+0,12,12,12,J 12->12,50,100001,-0.000000000000e+00,0.000000000000e+00,#fe9029,2,yes,no
37,37,1,dJ_+1,13,12,13,J 12->13,46,100001,-0.000000000000e+00,0.000000000000e+00,#fb7e21,2,yes,no
38,38,-1,dJ_-1,13,13,12,J 13->12,51,100001,-0.000000000000e+00,0.000000000000e+00,#f76f1a,2,yes,no
39,39,0,dJ_+0,13,13,13,J 13->13,32,100001,-0.000000000000e+00,0.000000000000e+00,#f26014,2,yes,no
40,40,1,dJ_+1,14,13,14,J 13->14,39,100001,-0.000000000000e+00,0.000000000000e+00,#eb500e,2,yes,no
41,41,-1,dJ_-1,14,14,13,J 14->13,42,100001,-0.000000000000e+00,0.000000000000e+00,#e4450a,2,yes,no
42,42,0,dJ_+0,14,14,14,J 14->14,29,100001,-0.000000000000e+00,0.000000000000e+00,#dc3b07,2,yes,no
43,43,1,dJ_+1,15,14,15,J 14->15,31,100001,-0.000000000000e+00,0.000000000000e+00,#d02f05,2,yes,no
44,44,-1,dJ_-1,15,15,14,J 15->14,22,100001,-0.000000000000e+00,0.000000000000e+00,#c52603,2,yes,no
45,45,0,dJ_+0,15,15,15,J 15->15,25,100001,-0.000000000000e+00,0.000000000000e+00,#b91e02,2,yes,no
46,46,1,dJ_+1,16,15,16,J 15->16,26,100001,-0.000000000000e+00,0.000000000000e+00,#a91601,2,yes,no
47,47,-1,dJ_-1,16,16,15,J 16->15,14,100001,-0.000000000000e+00,0.000000000000e+00,#9b0f01,2,yes,no
48,48,0,dJ_+0,16,16,16,J 16->16,22,100001,-0.000000000000e+00,0.000000000000e+00,#8b0902,2,yes,no
49,49,1,dJ_+1,17,16,17,J 16->17,8,100001,-0.000000000000e+00,0.000000000000e+00,#7a0403,1,yes,no
