trace_index,strength_rank,delta_j,branch_label,delta_j_strength_rank,lower_j,upper_j,jpair_label,source_mode,available_sources,peak_source,peak_wavenumber_cm-1,peak_exomol_absorbance,peak_hitran_absorbance,exomol_line_count,hitran_line_count,line_count,exomol_source_file_count,hitran_source_file_count,grid_point_count,peak_absorbance,integrated_absorbance,color_hex,source_file_count,plotted_in_figure,labeled_on_figure
121,120,1,dJ_+1,41,40,41,J 40->41,exomol_only,exomol,exomol,3344.650000,3.487898371486e-17,0.000000000000e+00,1084,0,1084,5,0,100001,3.487898371486e-17,8.504658642397e-18,#be2102,5,yes,no
122,124,-1,dJ_-1,41,41,40,J 41->40,exomol_only,exomol,exomol,2590.120000,1.961306224706e-18,0.000000000000e+00,1046,0,1046,5,0,100001,1.961306224706e-18,4.589768920143e-19,#b91e02,5,yes,no
123,123,0,dJ_+0,41,41,41,J 41->41,exomol_only,exomol,exomol,2939.710000,4.344260390877e-18,0.000000000000e+00,1110,0,1110,5,0,100001,4.344260390877e-18,9.537170965868e-19,#b41b01,5,yes,no
124,122,1,dJ_+1,42,41,42,J 41->42,exomol_only,exomol,exomol,3349.520000,4.394425547989e-18,0.000000000000e+00,1132,0,1132,5,0,100001,4.394425547989e-18,1.199854817027e-18,#af1801,5,yes,no
125,127,-1,dJ_-1,42,42,41,J 42->41,exomol_only,exomol,exomol,2579.410000,5.592878098092e-19,0.000000000000e+00,1041,0,1041,5,0,100001,5.592878098092e-19,6.676501711125e-20,#a91601,5,yes,no
126,125,0,dJ_+0,42,42,42,J 42->42,exomol_only,exomol,exomol,2936.630000,1.110796528180e-18,0.000000000000e+00,1158,0,1158,5,0,100001,1.110796528180e-18,1.454139878489e-19,#a41301,5,yes,no
127,126,1,dJ_+1,43,42,43,J 42->43,exomol_only,exomol,exomol,3355.840000,7.949259055156e-19,0.000000000000e+00,1192,0,1192,5,0,100001,7.949259055156e-19,1.813508462526e-19,#9e1001,5,yes,no
128,130,-1,dJ_-1,43,43,42,J 43->42,exomol_only,exomol,exomol,2569.440000,7.784765421438e-20,0.000000000000e+00,995,0,995,5,0,100001,7.784765421438e-20,8.896754371793e-21,#980e01,5,yes,no
129,129,0,dJ_+0,43,43,43,J 43->43,exomol_only,exomol,exomol,2933.710000,8.724548426750e-20,0.000000000000e+00,1220,0,1220,5,0,100001,8.724548426750e-20,1.888724271203e-20,#920b01,5,yes,no
130,128,1,dJ_+1,44,43,44,J 43->44,exomol_only,exomol,exomol,3360.490000,9.912293288540e-20,0.000000000000e+00,1281,0,1281,5,0,100001,9.912293288540e-20,2.386441107676e-20,#8b0902,5,yes,no
131,133,-1,dJ_-1,44,44,43,J 44->43,exomol_only,exomol,exomol,2559.470000,1.005847694696e-20,0.000000000000e+00,764,0,764,5,0,100001,1.005847694696e-20,8.528012189212e-22,#850702,5,yes,no
132,132,0,dJ_+0,44,44,44,J 44->44,exomol_only,exomol,exomol,2931.620000,1.124804045479e-20,0.000000000000e+00,959,0,959,5,0,100001,1.124804045479e-20,1.943207282828e-21,#7e0502,5,yes,no
133,131,1,dJ_+1,45,44,45,J 44->45,exomol_only,exomol,exomol,3366.540000,1.392331932793e-20,0.000000000000e+00,910,0,910,5,0,100001,1.392331932793e-20,2.322918106458e-21,#7a0403,5,yes,no
